Application_ID,Borrower_Name,Loan_Type,Loan_Purpose,Property_Type,Application_Date,Approval_Date,Closing_Date,Loan_Amount,Property_Value,LTV_Ratio,Interest_Rate,Tenure_Years,Credit_Score,DTI_Ratio,Processing_Time_Days,Fees,Underwriter,Processor,Status,State,Originator,Channel
APP5138,Borrower 138,Jumbo,Purchase,Single Family,2024-01-27,,,649512,760694,85.38,7.8,30,767,26,16,1954,Underwriter I,Processor D,In Review,WA,Agent Team A,Online
APP5139,Borrower 139,FHA,Refinance,Luxury Home,2024-05-17,2024-06-03,2024-07-01,447881,579213,77.33,6.23,20,721,38,6,4567,Underwriter J,Processor C,Approved,CO,Agent Team D,Direct
APP5140,Borrower 140,Conventional,Purchase,Condo,2024-02-23,2024-03-09,2024-03-21,300322,351494,85.44,6.93,20,625,45,15,6915,Underwriter E,Processor N,Approved,NJ,Agent Team G,Retail
APP5141,Borrower 141,Conventional,Purchase,Luxury Home,2024-01-11,2024-01-19,2024-02-16,567978,609024,93.26,6.95,30,653,26,27,4211,Underwriter A,Processor I,Approved,TX,Agent Team D,Direct
APP5142,Borrower 142,FHA,Purchase,Condo,2024-05-29,,,795188,884317,89.92,5.1,30,747,43,7,5420,Underwriter E,Processor H,Declined,CO,Agent Team B,Retail
APP5143,Borrower 143,FHA,Purchase,Luxury Home,2024-04-18,2024-05-03,2024-05-16,328376,490972,66.88,6.1,20,639,41,5,2740,Underwriter C,Processor N,Approved,FL,Agent Team B,Direct
APP5144,Borrower 144,VA,Refinance,Condo,2024-03-01,2024-03-16,2024-04-04,205337,345953,59.35,5.79,15,730,42,9,5703,Underwriter I,Processor E,Approved,CA,Agent Team B,Direct
APP5145,Borrower 145,FHA,Purchase,Luxury Home,2024-04-11,,,763217,816268,93.5,6.16,15,643,41,21,1829,Underwriter F,Processor I,In Review,CO,Agent Team C,Retail
APP5146,Borrower 146,Conventional,Purchase,Townhouse,2024-02-26,,,409568,496702,82.46,5.28,30,679,48,23,5562,Underwriter G,Processor K,In Review,FL,Agent Team B,Wholesale
APP5147,Borrower 147,FHA,Refinance,Multi-Family,2024-05-28,2024-06-02,2024-07-06,742245,877668,84.57,7.72,30,624,42,16,5226,Underwriter F,Processor H,Approved,IL,Agent Team I,Direct
APP5148,Borrower 148,Jumbo,Refinance,Single Family,2024-02-28,,,661897,782497,84.59,8.02,15,646,34,20,6306,Underwriter C,Processor C,In Review,WA,Agent Team H,Direct
APP5149,Borrower 149,VA,Refinance,Single Family,2024-05-24,2024-06-04,2024-07-11,468420,517961,90.44,7.93,30,613,39,25,5732,Underwriter F,Processor F,Approved,TX,Agent Team D,Online
APP5150,Borrower 150,FHA,Purchase,Single Family,2024-04-24,2024-05-06,2024-06-04,716074,883883,81.01,7.38,15,715,31,7,5997,Underwriter G,Processor O,Approved,FL,Agent Team E,Direct
APP5151,Borrower 151,FHA,Refinance,Condo,2024-04-12,,,761600,881213,86.43,6.91,15,707,37,6,1630,Underwriter I,Processor M,In Review,FL,Agent Team K,Retail
APP5152,Borrower 152,Jumbo,Purchase,Luxury Home,2024-02-06,2024-02-21,2024-03-11,640457,693967,92.29,5.21,20,614,48,21,5087,Underwriter E,Processor G,Approved,IL,Agent Team C,Wholesale
APP5153,Borrower 153,FHA,Purchase,Multi-Family,2024-04-02,2024-04-12,2024-05-18,419708,563532,74.48,7.84,20,769,36,6,1810,Underwriter D,Processor H,Approved,CO,Agent Team K,Wholesale
APP5154,Borrower 154,FHA,Refinance,Multi-Family,2024-02-03,2024-02-18,2024-03-23,880892,938680,93.84,6.23,20,695,27,11,2313,Underwriter I,Processor E,Approved,FL,Agent Team J,Online
APP5155,Borrower 155,Jumbo,Purchase,Townhouse,2024-01-29,2024-02-03,2024-03-06,343259,386243,88.87,6.86,30,720,34,11,5935,Underwriter B,Processor D,Approved,TX,Agent Team E,Wholesale
APP5156,Borrower 156,Jumbo,Purchase,Townhouse,2024-05-12,2024-05-17,2024-06-14,676338,816334,82.85,6.13,30,757,42,8,1645,Underwriter J,Processor M,Approved,NJ,Agent Team D,Wholesale
APP5157,Borrower 157,FHA,Purchase,Condo,2024-02-06,2024-02-19,2024-03-17,371888,537454,69.19,6.23,15,687,28,16,3734,Underwriter I,Processor O,Approved,NY,Agent Team K,Direct
APP5158,Borrower 158,Jumbo,Purchase,Townhouse,2024-02-06,2024-02-23,2024-03-10,388506,550384,70.59,7.81,15,645,48,15,6681,Underwriter J,Processor A,Approved,IL,Agent Team B,Online
APP5159,Borrower 159,Jumbo,Refinance,Luxury Home,2024-03-17,2024-03-23,2024-04-28,960694,1071129,89.69,5.21,30,671,44,26,2384,Underwriter F,Processor E,Approved,TX,Agent Team F,Online
APP5160,Borrower 160,Jumbo,Refinance,Multi-Family,2024-04-19,2024-05-03,2024-05-25,211665,358618,59.02,5.12,20,602,48,10,3296,Underwriter E,Processor M,Approved,CA,Agent Team I,Online
APP5161,Borrower 161,Jumbo,Purchase,Luxury Home,2024-02-23,2024-03-05,2024-04-02,226898,406267,55.85,6.68,30,722,34,7,4237,Underwriter F,Processor G,Approved,CO,Agent Team J,Retail
APP5162,Borrower 162,Jumbo,Purchase,Condo,2024-03-22,2024-03-27,2024-05-01,834191,872097,95.65,5.72,20,719,39,13,6175,Underwriter G,Processor E,Approved,FL,Agent Team I,Retail
APP5163,Borrower 163,FHA,Purchase,Townhouse,2024-05-21,2024-05-30,2024-06-12,823034,936594,87.88,6.25,20,722,33,7,6516,Underwriter G,Processor H,Approved,CO,Agent Team D,Wholesale
APP5164,Borrower 164,VA,Purchase,Condo,2024-03-16,2024-03-30,2024-04-19,978952,1073724,91.17,7.35,30,723,39,10,6870,Underwriter A,Processor K,Approved,NJ,Agent Team J,Online
APP5165,Borrower 165,FHA,Purchase,Single Family,2024-05-12,2024-05-26,2024-06-24,553119,717211,77.12,7.86,30,680,42,12,2824,Underwriter D,Processor C,Approved,NJ,Agent Team H,Online
APP5166,Borrower 166,Jumbo,Refinance,Townhouse,2024-03-02,2024-03-19,2024-04-18,278322,440985,63.11,7.12,20,639,37,17,2812,Underwriter A,Processor B,Approved,FL,Agent Team D,Online
APP5167,Borrower 167,VA,Refinance,Condo,2024-01-06,,,236231,273545,86.36,7.78,15,691,25,20,3204,Underwriter D,Processor A,In Review,TX,Agent Team K,Direct
APP5168,Borrower 168,FHA,Refinance,Luxury Home,2024-01-13,2024-01-28,2024-02-21,831652,973437,85.43,5.34,20,754,30,11,2056,Underwriter A,Processor I,Approved,FL,Agent Team B,Direct
APP5169,Borrower 169,VA,Purchase,Single Family,2024-02-27,,,742632,821770,90.37,7.81,20,769,34,15,5008,Underwriter B,Processor H,Declined,TX,Agent Team F,Retail
APP5170,Borrower 170,VA,Purchase,Townhouse,2024-02-08,2024-02-14,2024-02-29,276209,398333,69.34,5.83,15,793,37,18,3190,Underwriter E,Processor G,Approved,AZ,Agent Team L,Retail
APP5171,Borrower 171,VA,Refinance,Single Family,2024-04-22,2024-05-05,2024-06-02,670551,844610,79.39,5.03,15,708,27,20,6945,Underwriter J,Processor K,Approved,IL,Agent Team L,Retail
APP5172,Borrower 172,Conventional,Purchase,Single Family,2024-03-14,2024-03-27,2024-04-09,473390,504825,93.77,7.02,15,636,46,8,3387,Underwriter E,Processor M,Approved,NY,Agent Team C,Online
APP5173,Borrower 173,FHA,Purchase,Luxury Home,2024-03-08,2024-03-23,2024-04-20,476032,579641,82.13,6.52,20,621,48,22,3853,Underwriter C,Processor L,Approved,WA,Agent Team J,Retail
APP5174,Borrower 174,Conventional,Purchase,Multi-Family,2024-01-14,,,580783,726157,79.98,8.1,30,763,27,24,3928,Underwriter I,Processor K,In Review,NV,Agent Team A,Online
APP5175,Borrower 175,FHA,Purchase,Townhouse,2024-01-07,2024-01-24,2024-02-15,682101,743699,91.72,6.56,30,778,35,27,5109,Underwriter F,Processor K,Approved,NV,Agent Team C,Retail
APP5176,Borrower 176,VA,Purchase,Townhouse,2024-01-29,2024-02-06,2024-03-05,763474,931086,82.0,7.73,30,614,47,15,3323,Underwriter B,Processor F,Approved,FL,Agent Team D,Direct
APP5177,Borrower 177,Conventional,Purchase,Multi-Family,2024-05-09,2024-05-17,2024-06-19,434186,517116,83.96,8.04,15,783,45,19,6464,Underwriter B,Processor L,Approved,NJ,Agent Team E,Direct
APP5178,Borrower 178,Jumbo,Refinance,Multi-Family,2024-03-24,2024-04-03,2024-05-03,344488,502874,68.5,6.0,30,657,30,19,4733,Underwriter B,Processor H,Approved,CO,Agent Team A,Online
APP5179,Borrower 179,FHA,Purchase,Multi-Family,2024-03-04,2024-03-09,2024-04-14,494855,551240,89.77,7.77,15,626,32,18,2484,Underwriter F,Processor B,Approved,FL,Agent Team A,Wholesale
APP5180,Borrower 180,Conventional,Purchase,Townhouse,2024-05-24,2024-06-10,2024-07-12,551927,664897,83.01,7.7,15,798,27,16,2192,Underwriter D,Processor G,Approved,NV,Agent Team H,Retail
APP5181,Borrower 181,VA,Purchase,Multi-Family,2024-01-24,,,820611,973024,84.34,6.48,30,798,41,16,3375,Underwriter B,Processor N,In Review,TX,Agent Team H,Direct
APP5182,Borrower 182,FHA,Purchase,Condo,2024-01-09,2024-01-19,2024-02-15,749032,908781,82.42,6.86,20,716,26,12,1894,Underwriter J,Processor I,Approved,IL,Agent Team I,Wholesale
APP5183,Borrower 183,Conventional,Refinance,Single Family,2024-03-04,,,759996,892467,85.16,6.49,20,663,42,18,5066,Underwriter F,Processor K,In Review,WA,Agent Team A,Direct
APP5184,Borrower 184,Conventional,Refinance,Multi-Family,2024-04-04,2024-04-14,2024-05-06,827164,921452,89.77,8.05,15,768,32,15,1713,Underwriter I,Processor K,Approved,TX,Agent Team I,Online
APP5185,Borrower 185,FHA,Refinance,Multi-Family,2024-03-28,2024-04-10,2024-05-08,189499,345315,54.88,6.83,30,679,46,26,4220,Underwriter H,Processor B,Approved,FL,Agent Team H,Online
APP5186,Borrower 186,Conventional,Refinance,Single Family,2024-04-06,,,723441,759809,95.21,5.28,30,757,25,17,2417,Underwriter F,Processor A,Declined,AZ,Agent Team D,Retail
APP5187,Borrower 187,FHA,Refinance,Luxury Home,2024-04-12,2024-04-18,2024-05-05,828758,909619,91.11,7.22,15,742,26,14,2386,Underwriter D,Processor J,Approved,NY,Agent Team C,Retail
APP5188,Borrower 188,FHA,Purchase,Luxury Home,2024-02-18,,,725335,826961,87.71,5.4,15,722,30,13,4644,Underwriter F,Processor G,Declined,CO,Agent Team F,Online
APP5189,Borrower 189,FHA,Refinance,Condo,2024-04-12,,,799438,862758,92.66,7.27,15,607,32,22,4889,Underwriter C,Processor I,In Review,NY,Agent Team F,Direct
APP5190,Borrower 190,Conventional,Purchase,Condo,2024-03-24,2024-04-08,2024-04-26,904122,1032633,87.56,6.75,30,657,46,7,6404,Underwriter B,Processor C,Approved,AZ,Agent Team C,Retail
APP5191,Borrower 191,VA,Refinance,Condo,2024-04-15,2024-04-30,2024-05-29,361957,464672,77.9,5.79,20,740,49,17,2766,Underwriter G,Processor O,Approved,CA,Agent Team D,Wholesale
APP5192,Borrower 192,Jumbo,Purchase,Condo,2024-05-01,2024-05-08,2024-06-11,744604,802984,92.73,7.53,30,782,43,16,5165,Underwriter C,Processor K,Approved,NJ,Agent Team J,Direct
APP5193,Borrower 193,VA,Refinance,Luxury Home,2024-05-25,2024-06-01,2024-07-04,318484,351404,90.63,6.58,30,755,34,23,5630,Underwriter A,Processor M,Approved,CA,Agent Team H,Online
APP5194,Borrower 194,Jumbo,Purchase,Single Family,2024-04-02,2024-04-12,2024-05-08,641872,784212,81.85,7.33,30,788,48,24,6111,Underwriter B,Processor M,Approved,CO,Agent Team D,Wholesale
APP5195,Borrower 195,Jumbo,Refinance,Multi-Family,2024-04-17,,,776045,905304,85.72,5.13,20,776,43,13,2773,Underwriter G,Processor A,Declined,FL,Agent Team C,Wholesale
APP5196,Borrower 196,FHA,Refinance,Single Family,2024-04-26,2024-05-02,2024-05-17,717873,774831,92.65,7.88,20,605,31,14,6350,Underwriter B,Processor G,Approved,IL,Agent Team B,Direct
APP5197,Borrower 197,VA,Purchase,Luxury Home,2024-04-24,,,850601,922830,92.17,6.15,30,730,37,22,5123,Underwriter I,Processor H,In Review,WA,Agent Team K,Wholesale
APP5198,Borrower 198,VA,Refinance,Luxury Home,2024-01-21,2024-01-26,2024-02-09,670985,720960,93.07,6.3,15,686,34,16,2025,Underwriter G,Processor N,Approved,CO,Agent Team D,Retail
APP5199,Borrower 199,FHA,Refinance,Single Family,2024-03-18,2024-03-24,2024-04-27,963348,1057672,91.08,5.22,30,640,46,19,1513,Underwriter D,Processor D,Approved,CO,Agent Team C,Direct
APP5200,Borrower 200,VA,Purchase,Multi-Family,2024-03-24,2024-03-30,2024-04-17,251520,407338,61.75,6.0,20,627,26,7,2752,Underwriter B,Processor D,Approved,IL,Agent Team G,Direct
APP5201,Borrower 201,Jumbo,Refinance,Luxury Home,2024-01-05,,,294832,411307,71.68,5.42,20,644,47,19,4966,Underwriter A,Processor H,In Review,FL,Agent Team A,Retail
APP5202,Borrower 202,Jumbo,Purchase,Townhouse,2024-01-10,2024-01-17,2024-02-19,494333,600700,82.29,6.66,20,609,36,13,2780,Underwriter I,Processor L,Approved,CA,Agent Team B,Direct
APP5203,Borrower 203,VA,Purchase,Condo,2024-05-12,2024-05-20,2024-06-08,566715,705571,80.32,5.53,15,627,49,15,4234,Underwriter A,Processor A,Approved,TX,Agent Team J,Wholesale
APP5204,Borrower 204,FHA,Refinance,Luxury Home,2024-02-18,2024-02-23,2024-03-29,176155,285826,61.63,6.87,20,733,36,24,5453,Underwriter A,Processor H,Approved,NY,Agent Team G,Retail
APP5205,Borrower 205,FHA,Purchase,Townhouse,2024-03-18,2024-03-24,2024-04-13,852974,974129,87.56,5.17,20,600,47,7,5793,Underwriter A,Processor G,Approved,AZ,Agent Team G,Online
APP5206,Borrower 206,FHA,Refinance,Multi-Family,2024-02-28,,,310928,481200,64.62,6.87,15,611,34,24,4240,Underwriter I,Processor D,In Review,CO,Agent Team D,Wholesale
APP5207,Borrower 207,Jumbo,Refinance,Multi-Family,2024-02-12,2024-02-18,2024-03-25,296470,446500,66.4,5.81,20,770,42,27,6913,Underwriter H,Processor B,Approved,FL,Agent Team C,Online
APP5208,Borrower 208,FHA,Purchase,Single Family,2024-03-24,2024-04-04,2024-04-28,540479,572448,94.42,5.65,15,718,32,22,2864,Underwriter D,Processor F,Approved,CA,Agent Team I,Online
APP5209,Borrower 209,Jumbo,Refinance,Luxury Home,2024-05-08,,,650726,786549,82.73,5.75,30,685,39,6,6738,Underwriter D,Processor K,Declined,TX,Agent Team F,Wholesale
APP5210,Borrower 210,FHA,Purchase,Multi-Family,2024-04-23,2024-04-29,2024-05-27,436233,502720,86.77,7.77,20,712,36,12,5940,Underwriter G,Processor B,Approved,CA,Agent Team L,Direct
APP5211,Borrower 211,VA,Refinance,Townhouse,2024-02-15,2024-02-23,2024-03-06,251376,360510,69.73,7.11,20,652,40,9,3908,Underwriter D,Processor H,Approved,WA,Agent Team J,Wholesale
APP5212,Borrower 212,FHA,Purchase,Luxury Home,2024-03-30,2024-04-15,2024-04-28,777697,955856,81.36,5.15,20,672,25,13,6708,Underwriter C,Processor N,Approved,FL,Agent Team F,Wholesale
APP5213,Borrower 213,FHA,Refinance,Multi-Family,2024-01-13,,,832568,981084,84.86,6.81,15,667,26,10,6089,Underwriter G,Processor B,Declined,FL,Agent Team E,Retail
APP5214,Borrower 214,FHA,Purchase,Condo,2024-05-11,,,634965,669079,94.9,7.59,15,681,37,13,2350,Underwriter E,Processor H,Declined,TX,Agent Team F,Online
APP5215,Borrower 215,FHA,Refinance,Multi-Family,2024-04-18,2024-05-03,2024-05-15,544583,689725,78.96,5.02,15,742,25,16,5589,Underwriter H,Processor B,Approved,IL,Agent Team H,Wholesale
APP5216,Borrower 216,Jumbo,Refinance,Multi-Family,2024-05-22,,,814468,880111,92.54,6.76,20,760,41,21,4838,Underwriter H,Processor F,In Review,CO,Agent Team C,Wholesale
APP5217,Borrower 217,Jumbo,Refinance,Luxury Home,2024-04-08,2024-04-20,2024-05-15,603449,658986,91.57,6.48,20,602,45,12,4363,Underwriter G,Processor H,Approved,AZ,Agent Team L,Online
APP5218,Borrower 218,Jumbo,Refinance,Condo,2024-04-26,,,345804,376981,91.73,5.35,20,732,26,20,4864,Underwriter E,Processor E,Declined,CO,Agent Team G,Retail
APP5219,Borrower 219,Conventional,Purchase,Townhouse,2024-02-13,2024-02-21,2024-03-18,485914,594628,81.72,6.67,20,620,47,15,2514,Underwriter H,Processor A,Approved,NJ,Agent Team D,Direct
APP5220,Borrower 220,FHA,Refinance,Condo,2024-03-20,2024-03-29,2024-05-07,451454,537542,83.98,7.1,30,650,39,8,6384,Underwriter F,Processor K,Approved,AZ,Agent Team D,Wholesale
APP5221,Borrower 221,Conventional,Purchase,Multi-Family,2024-05-20,2024-05-30,2024-06-29,590097,666510,88.54,6.55,15,716,44,18,5110,Underwriter G,Processor H,Approved,NJ,Agent Team F,Direct
APP5222,Borrower 222,FHA,Purchase,Single Family,2024-02-04,,,671863,823862,81.55,5.29,15,757,42,6,5516,Underwriter I,Processor B,Declined,CA,Agent Team J,Retail
APP5223,Borrower 223,VA,Refinance,Townhouse,2024-03-17,2024-03-25,2024-05-01,407368,523733,77.78,5.58,20,694,36,14,6658,Underwriter C,Processor O,Approved,WA,Agent Team B,Direct
APP5224,Borrower 224,FHA,Purchase,Single Family,2024-05-20,2024-05-31,2024-07-05,895385,1062898,84.24,7.94,15,683,28,26,3298,Underwriter A,Processor M,Approved,NJ,Agent Team F,Wholesale
APP5225,Borrower 225,Jumbo,Purchase,Single Family,2024-02-23,2024-02-28,2024-03-22,716956,891701,80.4,5.36,20,740,47,26,2800,Underwriter F,Processor B,Approved,CA,Agent Team C,Online
APP5226,Borrower 226,VA,Purchase,Condo,2024-05-16,,,333321,400705,83.18,7.07,15,721,49,14,4131,Underwriter H,Processor G,Declined,NY,Agent Team D,Direct
APP5227,Borrower 227,FHA,Purchase,Condo,2024-02-18,2024-03-03,2024-04-10,184084,324725,56.69,7.34,30,699,31,14,1645,Underwriter J,Processor M,Approved,AZ,Agent Team K,Direct
APP5228,Borrower 228,VA,Refinance,Luxury Home,2024-05-26,2024-06-03,2024-06-24,611792,769348,79.52,5.54,20,707,26,5,2130,Underwriter I,Processor F,Approved,WA,Agent Team C,Online
APP5229,Borrower 229,VA,Purchase,Multi-Family,2024-05-28,,,199104,306335,65.0,6.0,15,762,31,15,2149,Underwriter E,Processor N,Declined,NY,Agent Team K,Retail
APP5230,Borrower 230,FHA,Refinance,Luxury Home,2024-03-18,2024-04-04,2024-05-10,943853,991580,95.19,5.44,20,684,42,7,3077,Underwriter G,Processor G,Approved,FL,Agent Team B,Wholesale
APP5231,Borrower 231,Conventional,Refinance,Condo,2024-04-27,2024-05-14,2024-06-01,801176,886930,90.33,8.17,20,787,38,23,2741,Underwriter I,Processor O,Approved,IL,Agent Team F,Wholesale
APP5232,Borrower 232,Jumbo,Refinance,Condo,2024-04-11,,,226329,287336,78.77,5.88,20,635,32,9,5948,Underwriter I,Processor A,In Review,CO,Agent Team K,Retail
APP5233,Borrower 233,VA,Refinance,Townhouse,2024-05-10,2024-05-23,2024-06-11,204624,375802,54.45,6.1,30,795,37,21,5213,Underwriter A,Processor L,Approved,NJ,Agent Team I,Wholesale
APP5234,Borrower 234,Jumbo,Refinance,Single Family,2024-01-05,2024-01-21,2024-02-28,285327,460883,61.91,5.87,15,799,42,7,4561,Underwriter G,Processor D,Approved,IL,Agent Team F,Direct
APP5235,Borrower 235,VA,Purchase,Luxury Home,2024-02-13,,,643948,719061,89.55,6.07,30,669,26,27,6791,Underwriter J,Processor A,Declined,NV,Agent Team C,Direct
APP5236,Borrower 236,VA,Purchase,Luxury Home,2024-01-02,2024-01-12,2024-02-09,661778,701464,94.34,6.49,30,607,46,16,5119,Underwriter I,Processor K,Approved,CO,Agent Team E,Online
APP5237,Borrower 237,FHA,Refinance,Single Family,2024-03-17,2024-04-03,2024-04-29,175592,234574,74.86,6.71,15,789,49,27,4459,Underwriter J,Processor K,Approved,IL,Agent Team D,Retail
APP5238,Borrower 238,Jumbo,Purchase,Luxury Home,2024-01-12,2024-01-17,2024-02-13,651643,823469,79.13,7.97,30,622,43,12,6225,Underwriter D,Processor F,Approved,WA,Agent Team B,Online
APP5239,Borrower 239,FHA,Purchase,Single Family,2024-01-05,,,664003,712755,93.16,7.69,30,748,44,10,6051,Underwriter E,Processor D,Declined,NV,Agent Team F,Wholesale
APP5240,Borrower 240,FHA,Refinance,Multi-Family,2024-02-01,,,269968,415668,64.95,7.64,30,637,44,6,4056,Underwriter G,Processor O,In Review,WA,Agent Team C,Direct
APP5241,Borrower 241,FHA,Refinance,Townhouse,2024-05-21,,,793552,829334,95.69,5.84,30,665,33,25,4317,Underwriter J,Processor M,In Review,TX,Agent Team A,Wholesale
APP5242,Borrower 242,FHA,Refinance,Luxury Home,2024-03-15,2024-03-22,2024-04-22,848045,896118,94.64,6.92,20,654,30,7,1905,Underwriter F,Processor D,Approved,CO,Agent Team K,Online
APP5243,Borrower 243,VA,Purchase,Single Family,2024-05-22,,,876331,968260,90.51,6.6,30,648,34,10,2093,Underwriter H,Processor K,In Review,TX,Agent Team H,Retail
APP5244,Borrower 244,Conventional,Refinance,Multi-Family,2024-02-04,2024-02-16,2024-03-08,737421,841282,87.65,5.45,30,606,44,18,1572,Underwriter G,Processor O,Approved,IL,Agent Team J,Online
APP5245,Borrower 245,Conventional,Purchase,Luxury Home,2024-05-22,2024-05-31,2024-06-14,943153,993762,94.91,5.72,20,619,42,14,3485,Underwriter E,Processor K,Approved,IL,Agent Team E,Direct
APP5246,Borrower 246,VA,Refinance,Luxury Home,2024-01-25,2024-02-11,2024-03-15,179984,328931,54.72,6.94,30,664,38,20,6417,Underwriter C,Processor E,Approved,CA,Agent Team G,Online
APP5247,Borrower 247,FHA,Refinance,Single Family,2024-05-04,2024-05-12,2024-05-26,840658,894087,94.02,5.47,30,716,26,12,4464,Underwriter B,Processor N,Approved,NJ,Agent Team F,Wholesale
APP5248,Borrower 248,Jumbo,Purchase,Townhouse,2024-01-25,2024-02-02,2024-02-26,632315,670282,94.34,5.39,15,691,37,18,5103,Underwriter J,Processor K,Approved,NJ,Agent Team B,Direct
APP5249,Borrower 249,VA,Purchase,Multi-Family,2024-05-25,2024-06-11,2024-07-20,709550,817763,86.77,5.0,20,642,26,27,3453,Underwriter B,Processor J,Approved,WA,Agent Team F,Online
APP5250,Borrower 250,FHA,Purchase,Multi-Family,2024-01-10,2024-01-23,2024-02-05,593057,742920,79.83,5.95,15,682,33,7,5744,Underwriter F,Processor I,Approved,CA,Agent Team L,Retail
APP5251,Borrower 251,Jumbo,Purchase,Luxury Home,2024-03-13,2024-03-29,2024-04-23,287478,414837,69.3,7.21,30,696,28,8,3138,Underwriter I,Processor M,Approved,CO,Agent Team K,Retail
APP5252,Borrower 252,Conventional,Purchase,Condo,2024-02-09,2024-02-14,2024-03-01,577387,706110,81.77,6.69,15,777,29,24,2267,Underwriter F,Processor O,Approved,AZ,Agent Team B,Online
APP5253,Borrower 253,VA,Purchase,Townhouse,2024-01-07,2024-01-22,2024-03-01,964037,1093890,88.13,5.57,30,685,29,27,5981,Underwriter H,Processor K,Approved,IL,Agent Team K,Wholesale
APP5254,Borrower 254,VA,Purchase,Luxury Home,2024-03-02,2024-03-17,2024-04-18,791269,845291,93.61,5.44,30,766,29,5,4584,Underwriter I,Processor J,Approved,WA,Agent Team F,Wholesale
APP5255,Borrower 255,VA,Refinance,Luxury Home,2024-03-22,,,852436,1014179,84.05,6.56,15,787,35,25,3855,Underwriter G,Processor O,Declined,FL,Agent Team A,Wholesale
